TIMESTAMP;PORTFOLIO;ΚΩΔΙΚΟΣ ΕΔΡΕΘ;ΕΝΕΡΓΕΙΑ (kWh);datetime;Μήνας
03/10/2025 10:00;GREEN_VALUE_BZ01_NDR_MS_N;18170;64.48;2025-10-03 10:00:00;2025-10
03/10/2025 10:15;GREEN_VALUE_BZ01_NDR_MS_N;18170;71.44;2025-10-03 10:15:00;2025-10
03/10/2025 10:30;GREEN_VALUE_BZ01_NDR_MS_N;18170;77.9;2025-10-03 10:30:00;2025-10
03/10/2025 10:45;GREEN_VALUE_BZ01_NDR_MS_N;18170;83.5;2025-10-03 10:45:00;2025-10
03/10/2025 11:00;GREEN_VALUE_BZ01_NDR_MS_N;18170;88.06;2025-10-03 11:00:00;2025-10
03/10/2025 11:15;GREEN_VALUE_BZ01_NDR_MS_N;18170;92.4;2025-10-03 11:15:00;2025-10
03/10/2025 11:30;GREEN_VALUE_BZ01_NDR_MS_N;18170;92.38;2025-10-03 11:30:00;2025-10
03/10/2025 11:45;GREEN_VALUE_BZ01_NDR_MS_N;18170;80.68;2025-10-03 11:45:00;2025-10
03/10/2025 12:00;GREEN_VALUE_BZ01_NDR_MS_N;18170;104.44;2025-10-03 12:00:00;2025-10
03/10/2025 12:15;GREEN_VALUE_BZ01_NDR_MS_N;18170;106.82;2025-10-03 12:15:00;2025-10
03/10/2025 12:30;GREEN_VALUE_BZ01_NDR_MS_N;18170;103.76;2025-10-03 12:30:00;2025-10
03/10/2025 12:45;GREEN_VALUE_BZ01_NDR_MS_N;18170;40.38;2025-10-03 12:45:00;2025-10
03/10/2025 13:00;GREEN_VALUE_BZ01_NDR_MS_N;18170;49.0;2025-10-03 13:00:00;2025-10
03/10/2025 13:15;GREEN_VALUE_BZ01_NDR_MS_N;18170;77.16;2025-10-03 13:15:00;2025-10
03/10/2025 13:30;GREEN_VALUE_BZ01_NDR_MS_N;18170;53.94;2025-10-03 13:30:00;2025-10
03/10/2025 13:45;GREEN_VALUE_BZ01_NDR_MS_N;18170;53.64;2025-10-03 13:45:00;2025-10
03/10/2025 14:00;GREEN_VALUE_BZ01_NDR_MS_N;18170;52.02;2025-10-03 14:00:00;2025-10
03/10/2025 14:15;GREEN_VALUE_BZ01_NDR_MS_N;18170;114.12;2025-10-03 14:15:00;2025-10
03/10/2025 14:30;GREEN_VALUE_BZ01_NDR_MS_N;18170;113.92;2025-10-03 14:30:00;2025-10
03/10/2025 14:45;GREEN_VALUE_BZ01_NDR_MS_N;18170;90.74;2025-10-03 14:45:00;2025-10
03/10/2025 15:00;GREEN_VALUE_BZ01_NDR_MS_N;18170;83.76;2025-10-03 15:00:00;2025-10
03/10/2025 15:15;GREEN_VALUE_BZ01_NDR_MS_N;18170;76.96;2025-10-03 15:15:00;2025-10
03/10/2025 15:30;GREEN_VALUE_BZ01_NDR_MS_N;18170;56.74;2025-10-03 15:30:00;2025-10
03/10/2025 15:45;GREEN_VALUE_BZ01_NDR_MS_N;18170;30.68;2025-10-03 15:45:00;2025-10
03/10/2025 16:00;GREEN_VALUE_BZ01_NDR_MS_N;18170;41.18;2025-10-03 16:00:00;2025-10
03/10/2025 16:15;GREEN_VALUE_BZ01_NDR_MS_N;18170;79.82;2025-10-03 16:15:00;2025-10
03/10/2025 16:30;GREEN_VALUE_BZ01_NDR_MS_N;18170;66.38;2025-10-03 16:30:00;2025-10
03/10/2025 16:45;GREEN_VALUE_BZ01_NDR_MS_N;18170;23.58;2025-10-03 16:45:00;2025-10
03/10/2025 17:00;GREEN_VALUE_BZ01_NDR_MS_N;18170;29.94;2025-10-03 17:00:00;2025-10
03/10/2025 17:15;GREEN_VALUE_BZ01_NDR_MS_N;18170;30.26;2025-10-03 17:15:00;2025-10
03/10/2025 17:30;GREEN_VALUE_BZ01_NDR_MS_N;18170;8.64;2025-10-03 17:30:00;2025-10
03/10/2025 17:45;GREEN_VALUE_BZ01_NDR_MS_N;18170;11.36;2025-10-03 17:45:00;2025-10
03/10/2025 18:00;GREEN_VALUE_BZ01_NDR_MS_N;18170;22.58;2025-10-03 18:00:00;2025-10
03/10/2025 18:15;GREEN_VALUE_BZ01_NDR_MS_N;18170;10.3;2025-10-03 18:15:00;2025-10
03/10/2025 18:30;GREEN_VALUE_BZ01_NDR_MS_N;18170;4.3;2025-10-03 18:30:00;2025-10
03/10/2025 18:45;GREEN_VALUE_BZ01_NDR_MS_N;18170;4.06;2025-10-03 18:45:00;2025-10
03/10/2025 19:00;GREEN_VALUE_BZ01_NDR_MS_N;18170;1.18;2025-10-03 19:00:00;2025-10
03/10/2025 19:15;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.02;2025-10-03 19:15:00;2025-10
03/10/2025 19:30;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-03 19:30:00;2025-10
03/10/2025 19:45;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-03 19:45:00;2025-10
03/10/2025 20:00;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-03 20:00:00;2025-10
03/10/2025 20:15;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-03 20:15:00;2025-10
03/10/2025 20:30;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-03 20:30:00;2025-10
03/10/2025 20:45;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-03 20:45:00;2025-10
03/10/2025 21:00;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-03 21:00:00;2025-10
03/10/2025 21:15;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-03 21:15:00;2025-10
03/10/2025 21:30;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-03 21:30:00;2025-10
03/10/2025 21:45;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-03 21:45:00;2025-10
03/10/2025 22:00;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-03 22:00:00;2025-10
03/10/2025 22:15;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-03 22:15:00;2025-10
03/10/2025 22:30;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-03 22:30:00;2025-10
03/10/2025 22:45;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-03 22:45:00;2025-10
03/10/2025 23:00;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-03 23:00:00;2025-10
03/10/2025 23:15;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-03 23:15:00;2025-10
03/10/2025 23:30;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-03 23:30:00;2025-10
03/10/2025 23:45;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-03 23:45:00;2025-10
04/10/2025 00:00;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-04 00:00:00;2025-10
04/10/2025 00:15;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-04 00:15:00;2025-10
04/10/2025 00:30;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-04 00:30:00;2025-10
04/10/2025 00:45;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-04 00:45:00;2025-10
04/10/2025 01:00;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-04 01:00:00;2025-10
04/10/2025 01:15;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-04 01:15:00;2025-10
04/10/2025 01:30;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-04 01:30:00;2025-10
04/10/2025 01:45;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-04 01:45:00;2025-10
04/10/2025 02:00;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-04 02:00:00;2025-10
04/10/2025 02:15;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-04 02:15:00;2025-10
04/10/2025 02:30;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-04 02:30:00;2025-10
04/10/2025 02:45;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-04 02:45:00;2025-10
04/10/2025 03:00;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-04 03:00:00;2025-10
04/10/2025 03:15;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-04 03:15:00;2025-10
04/10/2025 03:30;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-04 03:30:00;2025-10
04/10/2025 03:45;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-04 03:45:00;2025-10
04/10/2025 04:00;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-04 04:00:00;2025-10
04/10/2025 04:15;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-04 04:15:00;2025-10
04/10/2025 04:30;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-04 04:30:00;2025-10
04/10/2025 04:45;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-04 04:45:00;2025-10
04/10/2025 05:00;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-04 05:00:00;2025-10
04/10/2025 05:15;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-04 05:15:00;2025-10
04/10/2025 05:30;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-04 05:30:00;2025-10
04/10/2025 05:45;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-04 05:45:00;2025-10
04/10/2025 06:00;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-04 06:00:00;2025-10
04/10/2025 06:15;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-04 06:15:00;2025-10
04/10/2025 06:30;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-04 06:30:00;2025-10
04/10/2025 06:45;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-04 06:45:00;2025-10
04/10/2025 07:00;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-04 07:00:00;2025-10
04/10/2025 07:15;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-04 07:15:00;2025-10
04/10/2025 07:30;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-04 07:30:00;2025-10
04/10/2025 07:45;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.04;2025-10-04 07:45:00;2025-10
04/10/2025 08:00;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.9;2025-10-04 08:00:00;2025-10
04/10/2025 08:15;GREEN_VALUE_BZ01_NDR_MS_N;18170;2.38;2025-10-04 08:15:00;2025-10
04/10/2025 08:30;GREEN_VALUE_BZ01_NDR_MS_N;18170;4.4;2025-10-04 08:30:00;2025-10
04/10/2025 08:45;GREEN_VALUE_BZ01_NDR_MS_N;18170;6.48;2025-10-04 08:45:00;2025-10
04/10/2025 09:00;GREEN_VALUE_BZ01_NDR_MS_N;18170;8.5;2025-10-04 09:00:00;2025-10
04/10/2025 09:15;GREEN_VALUE_BZ01_NDR_MS_N;18170;16.44;2025-10-04 09:15:00;2025-10
04/10/2025 09:30;GREEN_VALUE_BZ01_NDR_MS_N;18170;42.46;2025-10-04 09:30:00;2025-10
04/10/2025 09:45;GREEN_VALUE_BZ01_NDR_MS_N;18170;43.38;2025-10-04 09:45:00;2025-10
04/10/2025 10:00;GREEN_VALUE_BZ01_NDR_MS_N;18170;64.4;2025-10-04 10:00:00;2025-10
04/10/2025 10:15;GREEN_VALUE_BZ01_NDR_MS_N;18170;70.06;2025-10-04 10:15:00;2025-10
04/10/2025 10:30;GREEN_VALUE_BZ01_NDR_MS_N;18170;75.68;2025-10-04 10:30:00;2025-10
04/10/2025 10:45;GREEN_VALUE_BZ01_NDR_MS_N;18170;80.84;2025-10-04 10:45:00;2025-10
04/10/2025 11:00;GREEN_VALUE_BZ01_NDR_MS_N;18170;85.66;2025-10-04 11:00:00;2025-10
04/10/2025 11:15;GREEN_VALUE_BZ01_NDR_MS_N;18170;90.0;2025-10-04 11:15:00;2025-10
04/10/2025 11:30;GREEN_VALUE_BZ01_NDR_MS_N;18170;94.68;2025-10-04 11:30:00;2025-10
04/10/2025 11:45;GREEN_VALUE_BZ01_NDR_MS_N;18170;97.88;2025-10-04 11:45:00;2025-10
04/10/2025 12:00;GREEN_VALUE_BZ01_NDR_MS_N;18170;100.52;2025-10-04 12:00:00;2025-10
04/10/2025 12:15;GREEN_VALUE_BZ01_NDR_MS_N;18170;102.72;2025-10-04 12:15:00;2025-10
04/10/2025 12:30;GREEN_VALUE_BZ01_NDR_MS_N;18170;104.98;2025-10-04 12:30:00;2025-10
04/10/2025 12:45;GREEN_VALUE_BZ01_NDR_MS_N;18170;100.94;2025-10-04 12:45:00;2025-10
04/10/2025 13:00;GREEN_VALUE_BZ01_NDR_MS_N;18170;93.06;2025-10-04 13:00:00;2025-10
04/10/2025 13:15;GREEN_VALUE_BZ01_NDR_MS_N;18170;67.64;2025-10-04 13:15:00;2025-10
04/10/2025 13:30;GREEN_VALUE_BZ01_NDR_MS_N;18170;60.2;2025-10-04 13:30:00;2025-10
04/10/2025 13:45;GREEN_VALUE_BZ01_NDR_MS_N;18170;71.86;2025-10-04 13:45:00;2025-10
04/10/2025 14:00;GREEN_VALUE_BZ01_NDR_MS_N;18170;68.82;2025-10-04 14:00:00;2025-10
04/10/2025 14:15;GREEN_VALUE_BZ01_NDR_MS_N;18170;59.62;2025-10-04 14:15:00;2025-10
04/10/2025 14:30;GREEN_VALUE_BZ01_NDR_MS_N;18170;1.54;2025-10-04 14:30:00;2025-10
04/10/2025 14:45;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-04 14:45:00;2025-10
04/10/2025 15:00;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.2;2025-10-04 15:00:00;2025-10
04/10/2025 15:15;GREEN_VALUE_BZ01_NDR_MS_N;18170;12.6;2025-10-04 15:15:00;2025-10
04/10/2025 15:30;GREEN_VALUE_BZ01_NDR_MS_N;18170;29.04;2025-10-04 15:30:00;2025-10
04/10/2025 15:45;GREEN_VALUE_BZ01_NDR_MS_N;18170;15.64;2025-10-04 15:45:00;2025-10
04/10/2025 16:00;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-04 16:00:00;2025-10
04/10/2025 16:15;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-04 16:15:00;2025-10
04/10/2025 16:30;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-04 16:30:00;2025-10
04/10/2025 16:45;GREEN_VALUE_BZ01_NDR_MS_N;18170;14.4;2025-10-04 16:45:00;2025-10
04/10/2025 17:00;GREEN_VALUE_BZ01_NDR_MS_N;18170;19.32;2025-10-04 17:00:00;2025-10
04/10/2025 17:15;GREEN_VALUE_BZ01_NDR_MS_N;18170;25.64;2025-10-04 17:15:00;2025-10
04/10/2025 17:30;GREEN_VALUE_BZ01_NDR_MS_N;18170;30.36;2025-10-04 17:30:00;2025-10
04/10/2025 17:45;GREEN_VALUE_BZ01_NDR_MS_N;18170;25.48;2025-10-04 17:45:00;2025-10
04/10/2025 18:00;GREEN_VALUE_BZ01_NDR_MS_N;18170;20.96;2025-10-04 18:00:00;2025-10
04/10/2025 18:15;GREEN_VALUE_BZ01_NDR_MS_N;18170;11.96;2025-10-04 18:15:00;2025-10
04/10/2025 18:30;GREEN_VALUE_BZ01_NDR_MS_N;18170;9.96;2025-10-04 18:30:00;2025-10
04/10/2025 18:45;GREEN_VALUE_BZ01_NDR_MS_N;18170;5.16;2025-10-04 18:45:00;2025-10
04/10/2025 19:00;GREEN_VALUE_BZ01_NDR_MS_N;18170;1.3;2025-10-04 19:00:00;2025-10
04/10/2025 19:15;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.12;2025-10-04 19:15:00;2025-10
04/10/2025 19:30;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-04 19:30:00;2025-10
04/10/2025 19:45;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-04 19:45:00;2025-10
04/10/2025 20:00;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-04 20:00:00;2025-10
04/10/2025 20:15;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-04 20:15:00;2025-10
04/10/2025 20:30;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-04 20:30:00;2025-10
04/10/2025 20:45;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-04 20:45:00;2025-10
04/10/2025 21:00;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-04 21:00:00;2025-10
04/10/2025 21:15;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-04 21:15:00;2025-10
04/10/2025 21:30;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-04 21:30:00;2025-10
04/10/2025 21:45;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-04 21:45:00;2025-10
04/10/2025 22:00;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-04 22:00:00;2025-10
04/10/2025 22:15;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-04 22:15:00;2025-10
04/10/2025 22:30;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-04 22:30:00;2025-10
04/10/2025 22:45;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-04 22:45:00;2025-10
04/10/2025 23:00;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-04 23:00:00;2025-10
04/10/2025 23:15;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-04 23:15:00;2025-10
04/10/2025 23:30;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-04 23:30:00;2025-10
04/10/2025 23:45;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-04 23:45:00;2025-10
05/10/2025 00:00;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-05 00:00:00;2025-10
05/10/2025 00:15;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-05 00:15:00;2025-10
05/10/2025 00:30;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-05 00:30:00;2025-10
05/10/2025 00:45;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-05 00:45:00;2025-10
05/10/2025 01:00;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-05 01:00:00;2025-10
05/10/2025 01:15;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-05 01:15:00;2025-10
05/10/2025 01:30;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-05 01:30:00;2025-10
05/10/2025 01:45;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-05 01:45:00;2025-10
05/10/2025 02:00;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-05 02:00:00;2025-10
05/10/2025 02:15;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-05 02:15:00;2025-10
05/10/2025 02:30;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-05 02:30:00;2025-10
05/10/2025 02:45;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-05 02:45:00;2025-10
05/10/2025 03:00;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-05 03:00:00;2025-10
05/10/2025 03:15;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-05 03:15:00;2025-10
05/10/2025 03:30;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-05 03:30:00;2025-10
05/10/2025 03:45;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-05 03:45:00;2025-10
05/10/2025 04:00;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-05 04:00:00;2025-10
05/10/2025 04:15;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-05 04:15:00;2025-10
05/10/2025 04:30;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-05 04:30:00;2025-10
05/10/2025 04:45;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-05 04:45:00;2025-10
05/10/2025 05:00;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-05 05:00:00;2025-10
05/10/2025 05:15;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-05 05:15:00;2025-10
05/10/2025 05:30;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-05 05:30:00;2025-10
05/10/2025 05:45;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-05 05:45:00;2025-10
05/10/2025 06:00;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-05 06:00:00;2025-10
05/10/2025 06:15;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-05 06:15:00;2025-10
05/10/2025 06:30;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-05 06:30:00;2025-10
05/10/2025 06:45;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-05 06:45:00;2025-10
05/10/2025 07:00;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-05 07:00:00;2025-10
05/10/2025 07:15;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-05 07:15:00;2025-10
05/10/2025 07:30;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.0;2025-10-05 07:30:00;2025-10
05/10/2025 07:45;GREEN_VALUE_BZ01_NDR_MS_N;18170;0.48;2025-10-05 07:45:00;2025-10
05/10/2025 08:00;GREEN_VALUE_BZ01_NDR_MS_N;18170;3.56;2025-10-05 08:00:00;2025-10
05/10/2025 08:15;GREEN_VALUE_BZ01_NDR_MS_N;18170;9.86;2025-10-05 08:15:00;2025-10
05/10/2025 08:30;GREEN_VALUE_BZ01_NDR_MS_N;18170;17.36;2025-10-05 08:30:00;2025-10
05/10/2025 08:45;GREEN_VALUE_BZ01_NDR_MS_N;18170;25.88;2025-10-05 08:45:00;2025-10
05/10/2025 09:00;GREEN_VALUE_BZ01_NDR_MS_N;18170;34.88;2025-10-05 09:00:00;2025-10
05/10/2025 09:15;GREEN_VALUE_BZ01_NDR_MS_N;18170;43.42;2025-10-05 09:15:00;2025-10
05/10/2025 09:30;GREEN_VALUE_BZ01_NDR_MS_N;18170;51.0;2025-10-05 09:30:00;2025-10
