Date (GMT+2),Non-Renewable,Renewable,Day Ahead Auction (GR)
,Power (MW),Power (MW),"Price (EUR/MWh, EUR/tCO2)"
2026-02-12T06:30+02:00,2076,4270,90.56
2026-02-12T06:45+02:00,2076,4270,92.31
2026-02-12T07:00+02:00,2573,4530,100.58
2026-02-12T07:15+02:00,2573,4530,105.22
2026-02-12T07:30+02:00,2573,4530,108.18
2026-02-12T07:45+02:00,2573,4530,113.1
2026-02-12T08:00+02:00,2310,5237,102.09
2026-02-12T08:15+02:00,2310,5237,95
2026-02-12T08:30+02:00,2310,5237,95
2026-02-12T08:45+02:00,2310,5237,93.87
2026-02-12T09:00+02:00,1347,6478,91.98
2026-02-12T09:15+02:00,1347,6478,87.53
2026-02-12T09:30+02:00,1347,6478,79.82
2026-02-12T09:45+02:00,1347,6478,55
2026-02-12T10:00+02:00,1123,6719,92.19
2026-02-12T10:15+02:00,1123,6719,85.38
2026-02-12T10:30+02:00,1123,6719,57.42
2026-02-12T10:45+02:00,1123,6719,0.01
2026-02-12T11:00+02:00,1141,6765,93.56
2026-02-12T11:15+02:00,1141,6765,79.66
2026-02-12T11:30+02:00,1141,6765,48.5
2026-02-12T11:45+02:00,1141,6765,0.2
2026-02-12T12:00+02:00,1182,7207,35.3
2026-02-12T12:15+02:00,1182,7207,0.2
2026-02-12T12:30+02:00,1182,7207,35.3
2026-02-12T12:45+02:00,1182,7207,35.3
2026-02-12T13:00+02:00,1288,7347,0.01
2026-02-12T13:15+02:00,1288,7347,38.95
2026-02-12T13:30+02:00,1288,7347,80.42
2026-02-12T13:45+02:00,1288,7347,84.82
2026-02-12T14:00+02:00,1585,6527,85.04
2026-02-12T14:15+02:00,1585,6527,89.83
2026-02-12T14:30+02:00,1585,6527,95.09
2026-02-12T14:45+02:00,1585,6527,92.42
2026-02-12T15:00+02:00,2029,5820,80
2026-02-12T15:15+02:00,2029,5820,87.65
2026-02-12T15:30+02:00,2029,5820,79.77
2026-02-12T15:45+02:00,2029,5820,0.01
2026-02-12T16:00+02:00,2731,4866,0.01
2026-02-12T16:15+02:00,2731,4866,78.89
2026-02-12T16:30+02:00,2731,4866,90.21
2026-02-12T16:45+02:00,2731,4866,90.51
2026-02-12T17:00+02:00,3890,3951,91.56
2026-02-12T17:15+02:00,3890,3951,91.96
2026-02-12T17:30+02:00,3890,3951,93.49
2026-02-12T17:45+02:00,3890,3951,95
2026-02-12T18:00+02:00,4089,3850,95
2026-02-12T18:15+02:00,4089,3850,95
2026-02-12T18:30+02:00,4089,3850,95
2026-02-12T18:45+02:00,4089,3850,96.65
2026-02-12T19:00+02:00,4406,3691,103.28
2026-02-12T19:15+02:00,4406,3691,103.89
2026-02-12T19:30+02:00,4406,3691,104.19
2026-02-12T19:45+02:00,4406,3691,104.02
2026-02-12T20:00+02:00,4376,3609,103.74
2026-02-12T20:15+02:00,4376,3609,103.11
2026-02-12T20:30+02:00,4376,3609,100.13
2026-02-12T20:45+02:00,4376,3609,95
2026-02-12T21:00+02:00,4367,3282,95
2026-02-12T21:15+02:00,4367,3282,95
2026-02-12T21:30+02:00,4367,3282,95
2026-02-12T21:45+02:00,4367,3282,95
2026-02-12T22:00+02:00,3961,2925,93.26
2026-02-12T22:15+02:00,3961,2925,92.52
2026-02-12T22:30+02:00,3961,2925,92.01
2026-02-12T22:45+02:00,3961,2925,91.35
2026-02-12T23:00+02:00,3383,3129,90.73
2026-02-12T23:15+02:00,3383,3129,90.29
2026-02-12T23:30+02:00,3383,3129,90.6
2026-02-12T23:45+02:00,3383,3129,90.4
2026-02-13T00:00+02:00,2991,3198,90.9
2026-02-13T00:15+02:00,2991,3198,90.68
2026-02-13T00:30+02:00,2991,3198,90.25
2026-02-13T00:45+02:00,2991,3198,89.48
2026-02-13T01:00+02:00,2750,2856,92.43
2026-02-13T01:15+02:00,2750,2856,90.58
2026-02-13T01:30+02:00,2750,2856,91.66
2026-02-13T01:45+02:00,2750,2856,89.95
2026-02-13T02:00+02:00,2656,3029,91.3
2026-02-13T02:15+02:00,2656,3029,91.67
2026-02-13T02:30+02:00,2656,3029,91.3
2026-02-13T02:45+02:00,2656,3029,91.39
2026-02-13T03:00+02:00,2402,3250,89.15
2026-02-13T03:15+02:00,2402,3250,90.11
2026-02-13T03:30+02:00,2402,3250,90.8
2026-02-13T03:45+02:00,2402,3250,91.24
2026-02-13T04:00+02:00,2390,3218,89.29
2026-02-13T04:15+02:00,2390,3218,90.13
2026-02-13T04:30+02:00,2390,3218,90.36
2026-02-13T04:45+02:00,2390,3218,90.08
2026-02-13T05:00+02:00,2431,3246,90.14
2026-02-13T05:15+02:00,2431,3246,90.62
2026-02-13T05:30+02:00,2431,3246,90.47
2026-02-13T05:45+02:00,2431,3246,92.21
2026-02-13T06:00+02:00,2717,3439,91.89
2026-02-13T06:15+02:00,2717,3439,90.91
2026-02-13T06:30+02:00,2717,3439,92.27
2026-02-13T06:45+02:00,2717,3439,92.57
2026-02-13T07:00+02:00,3154,3518,92.03
2026-02-13T07:15+02:00,3154,3518,104.08
2026-02-13T07:30+02:00,3154,3518,114.12
2026-02-13T07:45+02:00,3154,3518,117.77
2026-02-13T08:00+02:00,3347,3982,137.64
2026-02-13T08:15+02:00,3347,3982,118.37
2026-02-13T08:30+02:00,3347,3982,110.94
2026-02-13T08:45+02:00,3347,3982,107.08
2026-02-13T09:00+02:00,3130,4713,95.4
2026-02-13T09:15+02:00,3130,4713,93.65
2026-02-13T09:30+02:00,3130,4713,94.55
2026-02-13T09:45+02:00,3130,4713,92.6
2026-02-13T10:00+02:00,,4045,90
2026-02-13T10:15+02:00,,4045,85.92
2026-02-13T10:30+02:00,,4045,79.99
2026-02-13T10:45+02:00,,4045,72.64
2026-02-13T11:00+02:00,,,80.25
2026-02-13T11:15+02:00,,,73.9
2026-02-13T11:30+02:00,,,65
2026-02-13T11:45+02:00,,,65
2026-02-13T12:00+02:00,,,65
2026-02-13T12:15+02:00,,,40.35
2026-02-13T12:30+02:00,,,0.01
2026-02-13T12:45+02:00,,,28.54
2026-02-13T13:00+02:00,,,45.7
2026-02-13T13:15+02:00,,,37.95
2026-02-13T13:30+02:00,,,37.95
2026-02-13T13:45+02:00,,,55.9
2026-02-13T14:00+02:00,,,65
2026-02-13T14:15+02:00,,,65
2026-02-13T14:30+02:00,,,67.39
2026-02-13T14:45+02:00,,,45.85
2026-02-13T15:00+02:00,,,92
2026-02-13T15:15+02:00,,,91.57
2026-02-13T15:30+02:00,,,86.01
2026-02-13T15:45+02:00,,,85.3
2026-02-13T16:00+02:00,,,65
2026-02-13T16:15+02:00,,,51.5
2026-02-13T16:30+02:00,,,65
2026-02-13T16:45+02:00,,,80
2026-02-13T17:00+02:00,,,90.43
2026-02-13T17:15+02:00,,,93.29
2026-02-13T17:30+02:00,,,95
2026-02-13T17:45+02:00,,,103.83
2026-02-13T18:00+02:00,,,116.54
2026-02-13T18:15+02:00,,,120
2026-02-13T18:30+02:00,,,128.83
2026-02-13T18:45+02:00,,,141.81
2026-02-13T19:00+02:00,,,126.13
2026-02-13T19:15+02:00,,,132.78
2026-02-13T19:30+02:00,,,137.79
2026-02-13T19:45+02:00,,,138.85
2026-02-13T20:00+02:00,,,141.21
2026-02-13T20:15+02:00,,,133.13
2026-02-13T20:30+02:00,,,131.58
2026-02-13T20:45+02:00,,,120
2026-02-13T21:00+02:00,,,121.99
2026-02-13T21:15+02:00,,,120
2026-02-13T21:30+02:00,,,115.7
2026-02-13T21:45+02:00,,,114.74
2026-02-13T22:00+02:00,,,100
2026-02-13T22:15+02:00,,,95.64
2026-02-13T22:30+02:00,,,95
2026-02-13T22:45+02:00,,,95
2026-02-13T23:00+02:00,,,92.6
2026-02-13T23:15+02:00,,,90.71
2026-02-13T23:30+02:00,,,90.32
2026-02-13T23:45+02:00,,,90.4
2026-02-14T00:00+02:00,,,90.04
2026-02-14T00:15+02:00,,,90
2026-02-14T00:30+02:00,,,90
2026-02-14T00:45+02:00,,,89.87
2026-02-14T01:00+02:00,,,
2026-02-14T01:15+02:00,,,
2026-02-14T01:30+02:00,,,
2026-02-14T01:45+02:00,,,
2026-02-14T02:00+02:00,,,
2026-02-14T02:15+02:00,,,
2026-02-14T02:30+02:00,,,
2026-02-14T02:45+02:00,,,
2026-02-14T03:00+02:00,,,
2026-02-14T03:15+02:00,,,
2026-02-14T03:30+02:00,,,
2026-02-14T03:45+02:00,,,
2026-02-14T04:00+02:00,,,
2026-02-14T04:15+02:00,,,
2026-02-14T04:30+02:00,,,
2026-02-14T04:45+02:00,,,
2026-02-14T05:00+02:00,,,
2026-02-14T05:15+02:00,,,
2026-02-14T05:30+02:00,,,
2026-02-14T05:45+02:00,,,
2026-02-14T06:00+02:00,,,
2026-02-14T06:15+02:00,,,
2026-02-14T06:30+02:00,,,
2026-02-14T06:45+02:00,,,
2026-02-14T07:00+02:00,,,
2026-02-14T07:15+02:00,,,
2026-02-14T07:30+02:00,,,
2026-02-14T07:45+02:00,,,
2026-02-14T08:00+02:00,,,
2026-02-14T08:15+02:00,,,
2026-02-14T08:30+02:00,,,
2026-02-14T08:45+02:00,,,
2026-02-14T09:00+02:00,,,
2026-02-14T09:15+02:00,,,
2026-02-14T09:30+02:00,,,
2026-02-14T09:45+02:00,,,
2026-02-14T10:00+02:00,,,
2026-02-14T10:15+02:00,,,
2026-02-14T10:30+02:00,,,
2026-02-14T10:45+02:00,,,
2026-02-14T11:00+02:00,,,
2026-02-14T11:15+02:00,,,
2026-02-14T11:30+02:00,,,
2026-02-14T11:45+02:00,,,
2026-02-14T12:00+02:00,,,
2026-02-14T12:15+02:00,,,
2026-02-14T12:30+02:00,,,
2026-02-14T12:45+02:00,,,
2026-02-14T13:00+02:00,,,
2026-02-14T13:15+02:00,,,
2026-02-14T13:30+02:00,,,
2026-02-14T13:45+02:00,,,
2026-02-14T14:00+02:00,,,
2026-02-14T14:15+02:00,,,
2026-02-14T14:30+02:00,,,
2026-02-14T14:45+02:00,,,
2026-02-14T15:00+02:00,,,
2026-02-14T15:15+02:00,,,
2026-02-14T15:30+02:00,,,
2026-02-14T15:45+02:00,,,
2026-02-14T16:00+02:00,,,
2026-02-14T16:15+02:00,,,
2026-02-14T16:30+02:00,,,
2026-02-14T16:45+02:00,,,
2026-02-14T17:00+02:00,,,
2026-02-14T17:15+02:00,,,
2026-02-14T17:30+02:00,,,
2026-02-14T17:45+02:00,,,
2026-02-14T18:00+02:00,,,
2026-02-14T18:15+02:00,,,
2026-02-14T18:30+02:00,,,
2026-02-14T18:45+02:00,,,
2026-02-14T19:00+02:00,,,
2026-02-14T19:15+02:00,,,
2026-02-14T19:30+02:00,,,
2026-02-14T19:45+02:00,,,
2026-02-14T20:00+02:00,,,
2026-02-14T20:15+02:00,,,
2026-02-14T20:30+02:00,,,
2026-02-14T20:45+02:00,,,
2026-02-14T21:00+02:00,,,
2026-02-14T21:15+02:00,,,
2026-02-14T21:30+02:00,,,
2026-02-14T21:45+02:00,,,
2026-02-14T22:00+02:00,,,
2026-02-14T22:15+02:00,,,
2026-02-14T22:30+02:00,,,
2026-02-14T22:45+02:00,,,
2026-02-14T23:00+02:00,,,
2026-02-14T23:15+02:00,,,
2026-02-14T23:30+02:00,,,
2026-02-14T23:45+02:00,,,
