  ΗΜΕΡΑ-ΩΡΑ ΕΚΤΕΛΕΣΗΣ : 07/01/2026 09:07:55
PORTFOLIO;ΚΩΔΙΚΟΣ ΕΔΡΕΘ;TIMESTAMP;ΕΝΕΡΓΕΙΑ (kWh)
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 01:15;129.2
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 01:30;128.6
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 01:45;129.2
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 02:00;129
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 02:15;128.4
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 02:30;128
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 02:45;128.2
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 03:00;128.2
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 03:15;128.2
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 03:30;128.4
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 03:45;128.4
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 04:00;128.4
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 04:15;128.6
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 04:30;129
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 04:45;128
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 05:00;127.4
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 05:15;126.4
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 05:30;127.2
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 05:45;127
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 06:00;126.6
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 06:15;126.6
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 06:30;127
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 06:45;126.4
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 07:00;127
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 07:15;127.6
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 07:30;127.4
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 07:45;127.8
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 08:00;128.4
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 08:15;127.6
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 08:30;125.2
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 08:45;125.4
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 09:00;124.8
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 09:15;124.8
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 09:30;124.6
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 09:45;123.8
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 10:00;124.2
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 10:15;123.8
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 10:30;124.2
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 10:45;123.4
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 11:00;123
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 11:15;123.4
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 11:30;123
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 11:45;122.6
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 12:00;122.8
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 12:15;122.4
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 12:30;121.8
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 12:45;122.2
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 13:00;121.6
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 13:15;121.6
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 13:30;121.6
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 13:45;121.6
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 14:00;121
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 14:15;121
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 14:30;119.8
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 14:45;119.4
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 15:00;119.6
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 15:15;119.4
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 15:30;119.8
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 15:45;119.4
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 16:00;118.8
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 16:15;118.8
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 16:30;118.2
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 16:45;118.2
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 17:00;117.8
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 17:15;117.6
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 17:30;117.4
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 17:45;117
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 18:00;116.4
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 18:15;116.6
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 18:30;116.2
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 18:45;115.8
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 19:00;115.8
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 19:15;115.2
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 19:30;115.6
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 19:45;114.8
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 20:00;114.4
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 20:15;114.6
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 20:30;113.6
GREEN_VALUE_BZ01_NDR_MS_C;26468;16/11/2025 20:45;114
