  ΗΜΕΡΑ-ΩΡΑ ΕΚΤΕΛΕΣΗΣ : 04/12/2025 13:02:56
PORTFOLIO;ΚΩΔΙΚΟΣ ΕΔΡΕΘ;TIMESTAMP;ΕΝΕΡΓΕΙΑ (kWh)
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 01:15;819.8
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 01:30;815.8
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 01:45;808.8
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 02:00;807
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 02:15;802.4
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 02:30;803
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 02:45;795
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 03:00;794.6
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 03:15;791.2
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 03:30;784.8
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 03:45;785.2
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 04:00;777
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 04:15;778.4
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 04:30;771.4
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 04:45;769
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 05:00;752.4
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 05:15;766.2
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 05:30;767.2
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 05:45;763.4
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 06:00;763
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 06:15;758.6
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 06:30;762.2
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 06:45;754
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 07:00;757.8
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 07:15;753.2
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 07:30;755.6
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 07:45;753.8
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 08:00;750
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 08:15;748.6
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 08:30;743.8
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 08:45;740.4
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 09:00;741
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 09:15;734.8
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 09:30;734.6
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 09:45;730
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 10:00;728.6
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 10:15;725.8
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 10:30;722.6
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 10:45;724.2
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 11:00;716.2
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 11:15;721.8
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 11:30;713.2
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 11:45;715.6
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 12:00;706.2
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 12:15;684.8
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 12:30;636.2
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 12:45;623.8
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 13:00;580.6
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 13:15;595.8
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 13:30;627.2
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 13:45;662.4
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 14:00;694.6
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 14:15;737.8
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 14:30;763.6
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 14:45;750
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 15:00;728.6
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 15:15;720.2
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 15:30;698.6
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 15:45;690.2
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 16:00;685.8
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 16:15;675.2
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 16:30;670.6
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 16:45;668.6
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 17:00;660.6
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 17:15;657.8
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 17:30;655.8
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 17:45;650.2
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 18:00;647.8
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 18:15;646
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 18:30;641.4
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 18:45;639.8
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 19:00;639.2
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 19:15;629.4
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 19:30;622.6
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 19:45;632.6
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 20:00;619.6
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 20:15;626.2
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 20:30;618
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 20:45;617
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 21:00;616.8
GREEN_VALUE_BZ01_NDR_MS_C;26468;30/11/2025 21:15;615.6
